G_FCS_SG
3121.27		1832.97
3894.07		2122.77
5149.94		2593.73
2100.76		1450.28
4132.42		2212.16
4904.82		2501.81
2589.61		1633.6
3179.41		1854.78
3639.59		2027.34
3673.44		2040.04
4384.71		2306.76
7480.49		3467.68
8434.69		3825.51
4715.85		2430.94
3872.36		2114.63
4550.18		2368.82
7446.63		3454.99
2163.28		1473.73
2145.76		1467.16
4761.25		2447.97
3636.6		2026.22
5601.95		2763.23
3125.25		1834.47
5976.9		2903.84
3902.03		2125.76
2663.28		1661.23
2628.83		1648.31
4320.19		2282.57
7159.5		3347.31
5381.72		2680.64
6714.06		3180.27
8472.72		3839.77
7936.08		3638.53
4348.27		2293.1
6908.2		3253.08
7140.58		3340.22
3438.67		1952
3776.78		2078.79
6324.17		3034.06
5707.09		2802.66
8387.1		3807.66
7186.98		3357.62
4703.9		2426.46
3408.6		1940.72
6851.25		3231.72
2844.68		1729.26
3760.65		2072.74
7481.48		3468.05
1976.1		1403.54
7889.49		3621.06
6114.3		2955.36
7815.01		3593.13
8014.54		3667.95
4965.35		2524.51
3938.87		2139.57
2032.26		1424.6
1999		1412.13
6458.18		3084.32
2390.68		1559
7584.83		3506.81
5721.82		2808.18
8381.52		3805.57
2165.87		1474.7
7235.36		3375.76
2157.71		1471.64
3765.83		2074.69
5824.97		2846.86
5934.29		2887.86
7069.69		3313.63
6815.01		3218.13
4862.41		2485.9
8442.05		3828.27
6459.18		3084.69
3212.46		1867.17
5630.82		2774.06
4356.63		2296.24
2301.87		1525.7
6213.86		2992.7
5425.53		2697.07
4790.32		2458.87
7728		3560.5
3410.59		1941.47
2938.07		1764.28
2036.64		1426.24
5716.85		2806.32
6425.13		3071.92
6581.84		3130.69
7394.86		3435.57
6085.62		2944.61
7997.21		3661.45
7454		3457.75
5866.19		2862.32
6043.61		2928.85
6522.7		3108.51
4406.41		2314.9
2466.35		1587.38
2144.76		1466.79
6901.83		3250.69
2316.21		1531.08
5390.68		2684
2455.2		1583.2
7687.38		3545.26
5781.76		2830.66
3331.94		1911.98
4070.09		2188.78
7363		3423.62
7632.22		3524.58
4030.86		2174.07
2249.7		1506.14
7114.89		3330.58
7523.89		3483.96
2136.6		1463.72
2828.55		1723.21
3778.57		2079.46
7815.61		3593.35
2185.18		1481.94
6296.89		3023.83
2527.28		1610.23
2421.94		1570.73
3919.16		2132.18
6981.48		3280.55
3828.55		2098.21
3706.69		2052.51
3983.27		2156.23
8349.66		3793.62
7287.73		3395.4
5670.05		2788.77
6044.4		2929.15
6516.33		3106.12
6480.88		3092.83
6788.73		3208.27
2019.71		1419.89
8221.82		3745.68
4343.69		2291.38
3814.81		2093.05
7811.83		3591.93
2744.32		1691.62
3646.55		2029.96
8116.69		3706.26
5312.82		2654.81
6205.69		2989.63
2121.07		1457.9
2391.88		1559.45
4568.3		2375.61
6389.09		3058.41
5490.64		2721.49
6787.53		3207.82
6095.38		2948.27
4830.35		2473.88
3150.14		1843.8
2605.14		1639.43
5471.72		2714.4
3866.19		2112.32
4569.49		2376.06
6602.35		3138.38
2880.53		1742.7
4912.58		2504.72
2866.39		1737.39
4919.55		2507.33
3137.2		1838.95
2676.22		1666.08
2772.4		1702.15
7016.53		3293.7
8031.26		3674.22
2420.15		1570.06
5540.42		2740.16
6946.83		3267.56
6081.04		2942.89
5841.5		2853.06
3190.16		1858.81
7958.18		3646.82
7210.08		3366.28
5728.59		2810.72
5137.99		2589.25
2144.56		1466.71
3472.12		1964.54
6731.58		3186.84
6063.32		2936.24
2410.79		1566.55
7728.59		3560.72
8016.13		3668.55
2879.13		1742.17
5431.9		2699.46
5733.77		2812.66
4279.37		2267.26
2282.16		1518.31
2436.28		1576.1
6153.32		2970
6151.73		2969.4
2779.37		1704.76
7846.87		3605.08
4400.44		2312.66
5963.56		2898.83
3590		2008.75
7289.33		3396
5662.29		2785.86
7347.27		3417.73
4741.94		2440.72
3792.71		2084.77
7826.36		3597.39
5506.57		2727.46
5090.6		2571.47
4973.32		2527.49
4856.23		2483.59
3999.6		2162.35
8252.89		3757.33
6050.18		2931.32
2672.84		1664.81
7062.33		3310.87
4032.66		2174.75
7233.37		3375.01
3696.53		2048.7
8075.27		3690.72
7106.53		3327.45
2881.32		1742.99
4298.49		2274.43
4546		2367.25
3097.97		1824.24
7070.09		3313.78
6998.21		3286.83
